content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Introduction,Month,Organisation,Total,NextIsLi,LastEndColon,LastLabel,Label
'Main article: Apple Inc. litigation,'1-1-2-1-2-2-2-2-1-1-2-6-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Apple has been a participant in various legal proceedings and claims since it began operation and, like its competitors and peers, engages in litigation (trying legal cases before the courts) in its normal course of business for a variety of reasons. In particular, Apple is known for and promotes itself as actively and aggressively enforcing its intellectual property interests.",'1-1-2-1-2-2-2-2-1-1-2-6-2-2,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Some examples include Apple v. Samsung, Apple v. Microsoft, Motorola v. Apple, Apple Corps v. Apple Computer.",'1-1-2-1-2-2-2-2-1-1-2-6-2-3,1,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Finance,'1-1-2-1-2-2-2-2-1-1-2-7-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'In its fiscal year ending in September 2011, Apple Inc. reported a total of $108 billion in annual revenues – a significant increase from its 2010 revenues of $65 billion – and nearly $82 billion in cash reserves. Apple achieved these results while losing market share in certain product categories. On March 19, 2012, Apple announced plans for a $2.65-per-share dividend beginning in fourth quarter of 2012, per approval by their board of directors.",'1-1-2-1-2-2-2-2-1-1-2-7-2-1,2,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'On September 2012, Apple reached a record share price of more than $705 and closed at above 700. With 936,596,000 outstanding shares (as of June 30, 2012), it had a market capitalization of about $660 billion. At the time, this was the highest nominal market capitalization ever reached by a publicly traded company, surpassing a record set by Microsoft in 1999.",'1-1-2-1-2-2-2-2-1-1-2-7-2-2,2,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Environmental record,'1-1-2-1-2-2-2-2-1-1-2-8-1-1,0,0,0,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'Climate change and clean energy,'1-1-2-1-2-2-2-2-1-1-2-8-1-2,0,0,0,1,1,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'On April 21, 2011, Greenpeace released a report highlighting the fact that data centers consumed up to 2% of all global electricity and this amount was projected to increase. Phil Radford of Greenpeace said “we are concerned that this new explosion in electricity use could lock us into old, polluting energy sources instead of the clean energy available today.” On April 17, 2012, following a Greenpeace protest of Apple, Apple Inc. released a statement committing to ending its use of coal and shifting to 100% clean energy. In 2013 Apple announced it was using 100% renewable energy to power their data centers, and overall 75% of its power comes from renewable sources.",'1-1-2-1-2-2-2-2-1-1-2-8-2-1,2,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'In 2010, Climate Counts, a nonprofit organization dedicated to directing consumers toward the greenest companies, gave Apple a score of 52 points out of a possible 100, which puts Apple in their top category ""Striding"". This was an increase from May 2008, when Climate Counts only gave Apple 11 points out of 100, which placed the company last among electronics companies, at which time Climate Counts also labeled Apple with a ""stuck icon"", adding that Apple at the time was ""a choice to avoid for the climate conscious consumer"".",'1-1-2-1-2-2-2-2-1-1-2-8-2-2,2,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Toxics,'1-1-2-1-2-2-2-2-1-1-2-9-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'Greenpeace has campaigned against Apple because of various environmental issues, including a global end-of-life take-back plan, non-recyclable hardware components and toxins within iPhone hardware. Since 2003 Greenpeace has campaigned against Apple's use of particular chemicals in its products, more specifically, the inclusion of PVC and BFRs in their devices. On May 2, 2007, Steve Jobs released a report announcing plans to eliminate PVC and BFRs by the end of 2008. Apple has since eliminated PVC and BFRs from its product range, becoming the first laptop manufacturer to do so.",'1-1-2-1-2-2-2-2-1-1-2-9-2-1,2,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'In the first edition of the Greenpeace 'Green Electronics Guide', released in August 2006, Apple only scored 2.7/10.",'1-1-2-1-2-2-2-2-1-1-2-9-2-2,1,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,1,1,0,0,0,2,I
"'The Environmental Protection Agency rates Apple highest amongst producers of notebooks, and fairly well compared to producers of desktop computers and LCD displays.",'1-1-2-1-2-2-2-2-1-1-2-9-2-3,1,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In June 2007, Apple upgraded the MacBook Pro, replacing cold cathode fluorescent lamp (CCFL) backlit LCD displays with mercury-free LED backlit LCD displays and arsenic-free glass, and has since done this for all notebooks. Apple has also left out BFRs and PVCs in various internal components. Apple offers information about emissions, materials, and electrical usage concerning each product.",'1-1-2-1-2-2-2-2-1-1-2-9-2-4,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In June 2009, Apple's iPhone 3GS was free of PVC, arsenic, BFRs and had an efficient power adapter.",'1-1-2-1-2-2-2-2-1-1-2-9-2-5,1,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In October 2009, Apple upgraded the iMac and MacBook, replacing the cold cathode fluorescent lamp (CCFL) backlit LCD displays with mercury-free LED backlit LCD displays and arsenic-free glass. This means all Apple computers have mercury free LED backlit displays, arsenic-free glass and are without PVC cables. All Apple computers also have EPEAT Gold status.",'1-1-2-1-2-2-2-2-1-1-2-9-2-6,2,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In October 2011, Chinese authorities ordered an Apple supplier to close part of its plant in Suzhou after residents living nearby raised significant environmental concerns.",'1-1-2-1-2-2-2-2-1-1-2-9-2-7,1,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In November 2011, Apple featured in Greenpeace's Guide to Greener Electronics, which ranks electronics manufacturers on sustainability, climate and energy policy, and how ""green"" their products are. The company ranked fourth of fifteen electronics companies (moving up five places from the previous year) with a score of 4.6/10 down from 4.9. Greenpeace praises Apple's sustainability, noting that the company exceeded its 70% global recycling goal in 2010. It continues to score well on the products rating with all Apple products now being free of PVC vinyl plastic and brominated flame retardants. However, the guide criticizes Apple on the Energy criteria for not seeking external verification of its greenhouse gas emissions data and for not setting out any targets to reduce emissions. In January 2012, Apple announced plans and requested that their cable maker Volex begin producing halogen-free USB and power cables.",'1-1-2-1-2-2-2-2-1-1-2-9-2-8,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In June 2012, Apple Inc. withdrew its products from the Electronic Product Environmental Assessment Tool (EPEAT) certification system, but reversed this decision in July.",'1-1-2-1-2-2-2-2-1-1-2-9-2-9,1,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,2,I
'Labor practices,'1-1-2-1-2-2-2-2-1-1-2-10-1,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Further information: Criticism of Apple Inc.#Labor practices,'1-1-2-1-2-2-2-2-1-1-2-10-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'In 2006, the Mail on Sunday reported on the working conditions that existed at factories in China where the contract manufacturers Foxconn and Inventec produced the iPod. The article stated that one complex of factories that assembles the iPod (among other items) had over 200,000 workers that lived and worked in the factory, with employees regularly working more than 60 hours per week. The article also reported that workers made around $100 per month and were required to live pay for rent and food from the company, which generally amounted to a little over half of workers' earnings.",'1-1-2-1-2-2-2-2-1-1-2-10-2-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple immediately launched an investigation and worked with their manufacturers to ensure acceptable working conditions. In 2007, Apple started yearly audits of all its suppliers regarding worker's rights, slowly raising standards and pruning suppliers that did not comply. Yearly progress reports have been published since 2008. In 2010, workers in China planned to sue iPhone contractors over poisoning by a cleaner used to clean LCD screens. One worker claimed that he and his coworkers had not been informed of possible occupational illnesses. After a spate of suicides in a Foxconn facility in China making iPads and iPhones, albeit at a lower rate than in China as a whole, workers were forced to sign a legally binding document guaranteeing that they would not kill themselves.",'1-1-2-1-2-2-2-2-1-1-2-10-2-3,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In 2011, Apple admitted that its suppliers' child labor practices in China had worsened.",'1-1-2-1-2-2-2-2-1-1-2-10-2-4,1,0,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,2,I
"'Workers in factories producing Apple products have also been exposed to n-hexane, a neurotoxin that is a cheaper alternative than alcohol for cleaning the products.",'1-1-2-1-2-2-2-2-1-1-2-10-2-5,1,0,0,1,0,0,1,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,2,I
"'In 2013, China Labor Watch said it found violations of the law and of Apple's pledges about working conditions at facilities operated by Pegatron, including discrimination against ethnic minorities and women, withholding employees' pay, excessive work hours, poor living conditions, health and safety problems and pollution.",'1-1-2-1-2-2-2-2-1-1-2-10-2-6,2,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Tax practices,'1-1-2-1-2-2-2-2-1-1-2-11-1,0,0,0,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'Further information: Criticism of Apple Inc.#Tax practices,'1-1-2-1-2-2-2-2-1-1-2-11-2,0,0,0,1,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'Apple store in Yonkers, New York",'1-1-2-1-2-2-2-2-1-2-1-2,0,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'MacBook Air,'1-1-2-1-2-2-2-2-1-2-2,0,0,0,1,0,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,I
"'The 2012 iPod Shuffle, iPod Nano, iPod Classic, and iPod Touch.",'1-1-2-1-2-2-2-2-1-2-3-2,1,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'The first-generation iPhone, 3G, 4, 4S, 5, 5C and 5S to scale.",'1-1-2-1-2-2-2-2-1-2-4-2,1,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'The current generation Apple TV.,'1-1-2-1-2-2-2-2-1-2-5-2,0,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'First Apple logo (April 1, 1976, Prototype)",'1-1-2-1-2-2-2-2-1-2-6-1-2,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,I
"'First official Apple logo from May 17, 1976 to August 26, 1999.",'1-1-2-1-2-2-2-2-1-2-6-2-2,1,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,I
"'Current Apple logo since August 27, 1999.",'1-1-2-1-2-2-2-2-1-2-6-3-2,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,I
'Apple aficionados wait in line around the Apple Store on Fifth Avenue in New York City in anticipation of a new product.,'1-1-2-1-2-2-2-2-1-2-7-2,1,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'This section requires expansion. (July 2013),'1-1-2-1-2-2-2-2-1-3,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,2,I
"'Global taxes paid by ASI, 2009-2011",'1-1-2-1-2-2-2-2-2-1-1,0,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'2011,'1-1-2-1-2-2-2-2-2-1-2-1-1,0,0,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
'2010,'1-1-2-1-2-2-2-2-2-1-2-1-2,0,0,0,1,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'2009,'1-1-2-1-2-2-2-2-2-1-2-1-3,0,0,0,1,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Total,'1-1-2-1-2-2-2-2-2-1-2-1-4,0,0,0,1,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Pre-tax earnings,'1-1-2-1-2-2-2-2-2-1-2-2-1,0,0,0,1,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
'US$ 22 billion,'1-1-2-1-2-2-2-2-2-1-2-2-2,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'US$ 12 billion,'1-1-2-1-2-2-2-2-2-1-2-2-3,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'US$ 4 billion,'1-1-2-1-2-2-2-2-2-1-2-2-4,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'US$ 38 billion,'1-1-2-1-2-2-2-2-2-1-2-2-5,0,0,0,1,0,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Global tax,'1-1-2-1-2-2-2-2-2-1-2-3-1,0,0,0,1,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
'US$ 10 million,'1-1-2-1-2-2-2-2-2-1-2-3-2,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'US$ 7 million,'1-1-2-1-2-2-2-2-2-1-2-3-3,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'US$ 4 million,'1-1-2-1-2-2-2-2-2-1-2-3-4,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'US$ 21 million,'1-1-2-1-2-2-2-2-2-1-2-3-5,0,0,0,1,0,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Tax rate,'1-1-2-1-2-2-2-2-2-1-2-4-1,0,0,0,1,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
'0.05%,'1-1-2-1-2-2-2-2-2-1-2-4-2,0,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'0.06%,'1-1-2-1-2-2-2-2-2-1-2-4-3,0,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'0.1%,'1-1-2-1-2-2-2-2-2-1-2-4-4,0,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'0.06%,'1-1-2-1-2-2-2-2-2-1-2-4-5,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
"'Apple created subsidiaries in low-tax places such as the Republic of Ireland, the Netherlands, Luxembourg and the British Virgin Islands to cut the taxes it pays around the world. According to the New York Times, in the 1980s Apple was among the first tech companies to designate overseas salespeople in high-tax countries in a manner that allowed the company to sell on behalf of low-tax subsidiaries on other continents, sidestepping income taxes. In the late 1980s Apple was a pioneer of an accounting technique known as the ""Double Irish With a Dutch Sandwich,"" which reduces taxes by routing profits through Irish subsidiaries and the Netherlands and then to the Caribbean.",'1-1-2-1-2-2-2-2-2-2-1-1,2,0,0,1,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'British Conservative Party Member of Parliament Charlie Elphicke published research on October 30, 2012, which showed that some multinational companies, including Apple Inc., were making billions of pounds of profit in the UK, but were paying an effective tax rate to the UK Treasury of only 3 percent, well below standard corporation tax. He followed this research by calling on the Chancellor of the Exchequer George Osborne to force these multinationals, which also included Google and The Coca-Cola Company, to state the effective rate of tax they pay on their UK revenues. Elphicke also said that government contracts should be withheld from multinationals who do not pay their fair share of UK tax.",'1-1-2-1-2-2-2-2-2-2-1-2,2,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Charitable causes,'1-1-2-1-2-2-2-2-2-2-2-1,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'As of 2012, Apple is listed as a partner of the Product RED campaign, together with other brands such as Nike, Girl, American Express and Converse. The campaign's mission is to prevent the transmission of HIV from mother to child by 2015 (its byline is ""Fighting For An AIDS Free Generation"").",'1-1-2-1-2-2-2-2-2-2-2-2-1,2,0,0,1,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'In November 2012, Apple donated $2.5 million to the American Red Cross to aid relief efforts after Hurricane Sandy.",'1-1-2-1-2-2-2-2-2-2-2-2-2,1,0,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'See also,'1-1-2-1-2-2-2-2-2-2-3-1,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,C
'Apple Campus,'1-1-2-1-2-2-2-2-2-2-3-2-1,0,0,0,1,0,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,I
'Apple media events,'1-1-2-1-2-2-2-2-2-2-3-2-2,0,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Apple Inc. litigation,'1-1-2-1-2-2-2-2-2-2-3-2-3,0,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'iReview,'1-1-2-1-2-2-2-2-2-2-3-2-4,0,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Pixar,'1-1-2-1-2-2-2-2-2-2-3-2-5,0,0,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,2,I
'Book: Apple Inc.,'1-1-2-1-2-2-2-2-2-3-2,0,1,0,1,1,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Apple Inc. portal,'1-1-2-1-3-1-1-1,0,0,0,1,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'Companies portal,'1-1-2-1-3-1-1-2,0,0,0,1,1,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2,I
'San Francisco Bay Area portal,'1-1-2-1-3-1-2,0,0,0,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,I
'Rob Price (1987). So Far: The First Ten Years of a Vision. Apple Computer. ISBN 978-1-55693-974-7.,'1-1-2-1-3-2-1-1-1,1,1,0,1,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Ken Polsson. ""Chronology of Events in the History of Microcomputers"". Archived from the original on June 2, 2008. Retrieved August 18, 2008.",'1-1-2-1-3-2-1-1-2,1,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,2,I
"'""Apple II history"". Retrieved August 18, 2008.",'1-1-2-1-3-2-1-1-3,0,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,2,I
"'""Apple III history"". Retrieved August 5, 2006.",'1-1-2-1-3-2-1-1-4,0,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,2,I
"'""Apple's 2012 Annual Report: More Employees, More Office Space, More Sales"".",'1-1-2-1-3-2-1-1-5,1,1,0,1,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,I
'Further reading,'1-1-2-1-3-2-1-2-1,0,0,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,C
"'Gil Amelio, William L. Simon (1999), On the Firing Line: My 500 Days at Apple ISBN 978-0-88730-919-9",'1-1-2-1-3-2-1-2-2-1,1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,I
"'Jim Carlton, Apple: The Inside Story of Intrigue, Egomania and Business Blunders ISBN 978-0-88730-965-6",'1-1-2-1-3-2-1-2-2-2,1,1,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,I
"'Alan Deutschman (2000), The Second Coming of Steve Jobs, Broadway, ISBN 978-0-7679-0432-2",'1-1-2-1-3-2-1-2-2-3-1,1,1,0,1,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Andy Hertzfeld (2004), Revolution in the Valley, O'Reilly Books ISBN 978-0-596-00719-5",'1-1-2-1-3-2-1-2-2-3-2,1,1,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'Paul Kunkel, AppleDesign: The Work of the Apple Industrial Design Group ISBN 978-1-888001-25-9",'1-1-2-1-3-2-1-2-2-4,1,1,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,I
"'Steven Levy (1994), Insanely Great: The Life and Times of Macintosh, the Computer That Changed Everything ISBN 978-0-14-029177-3",'1-1-2-1-3-2-1-2-2-5,1,1,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'Owen Linzmayer (2004), Apple Confidential 2.0, No Starch Press ISBN 978-1-59327-010-0",'1-1-2-1-3-2-1-2-2-6,1,1,0,1,0,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'Michael S. Malone (1999), Infinite Loop ISBN 978-0-385-48684-2",'1-1-2-1-3-2-1-2-2-7,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,I
"'Frank Rose (1990), West of Eden: The End of Innocence at Apple Computer, Penguin Books ISBN 978-0-14-009372-8",'1-1-2-1-3-2-1-2-2-8,1,1,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,I
"'John Sculley, John A. Byrne (1987) Odyssey: Pepsi to Apple, HarperCollins, ISBN 978-0-06-015780-7",'1-1-2-1-3-2-1-2-2-9-1,1,1,0,1,0,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Steve Wozniak, Gina Smith (2006), iWoz: From Computer Geek to Cult Icon: How I Invented the Personal Computer, Co-Founded Apple, and Had Fun Doing It, W. W. Norton & Company, ISBN 978-0-393-06143-7",'1-1-2-1-3-2-1-2-2-9-2,2,1,0,1,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'Jeffrey S. Young (1988). Steve Jobs, The Journey is the Reward, Lynx Books, ISBN 978-1-55802-378-9",'1-1-2-1-3-2-1-2-2-10,1,1,0,1,0,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,I
"'Jeffrey S. Young, William L. Simon (2005), iCon Steve Jobs: The Greatest Second Act in the History of Business, John Wiley & Sons, ISBN 978-0-471-72083-6",'1-1-2-1-3-2-1-2-2-11,1,1,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,I
'External links,'1-1-2-1-3-2-1-3,0,0,0,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,C
'Find more about Apple Inc. at Wikipedia's sister projects,'1-1-2-1-3-2-2-1-1,0,0,0,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,I
'Definitions and translations from Wiktionary,'1-1-2-1-3-2-2-1-2-2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Media from Commons,'1-1-2-1-3-2-2-1-3,0,0,0,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,I
'Quotations from Wikiquote,'1-1-2-1-3-2-2-1-4-2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Source texts from Wikisource,'1-1-2-1-3-2-2-1-5-2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Textbooks from Wikibooks,'1-1-2-1-3-2-2-1-6-2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Travel guide from Wikivoyage,'1-1-2-1-3-2-2-1-7-2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Learning resources from Wikiversity,'1-1-2-1-3-2-2-1-8-2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Official website,'1-1-2-1-3-2-2-2-1,0,0,0,1,0,2,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2,I
'Business data,'1-1-2-1-3-2-2-2-2,0,0,0,1,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,I
'Apple Inc. at Google Finance,'1-1-2-1-3-2-2-2-3-1,0,1,0,1,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,I
'Apple Inc. at Yahoo! Finance,'1-1-2-1-3-2-2-2-3-2,0,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Apple Inc. at Hoover's,'1-1-2-1-3-2-2-2-3-3,0,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Apple Inc. at Reuters,'1-1-2-1-3-2-2-2-3-4,0,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Apple Inc. SEC filings at the Securities and Exchange Commission,'1-1-2-1-3-2-2-2-3-5,1,1,0,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Apple Inc. companies grouped at OpenCorporates,'1-1-2-1-3-2-2-2-4,0,1,0,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,I
'Apple Inc.,'1-1-2-2-1-1,0,0,0,2,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'History,'1-1-2-2-1-2-1-1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2,I
'Outline,'1-1-2-2-1-2-1-2,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Founders,'1-1-2-2-1-2-2-1-1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,I
'Steve Jobs,'1-1-2-2-1-2-2-1-2-1,0,0,0,1,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,I
'Steve Wozniak,'1-1-2-2-1-2-2-1-2-2,0,0,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Ronald Wayne,'1-1-2-2-1-2-2-1-2-3,0,0,0,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Board of directors,'1-1-2-2-1-2-2-1-4-1,0,0,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Current,'1-1-2-2-1-2-2-1-4-2-1-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Bill Campbell,'1-1-2-2-1-2-2-1-4-2-1-2-1,0,0,0,1,0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,I
'Millard Drexler,'1-1-2-2-1-2-2-1-4-2-1-2-2,0,0,0,1,0,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,2,I
'Al Gore,'1-1-2-2-1-2-2-1-4-2-1-2-3,0,0,0,1,0,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,2,I
